"","table_name","cohort_definition_id","cohort_name"
"1","ckim_lc__basecohorts",1,"infection"
"2","ckim_lc__basecohorts",2,"reinfection"
"3","ckim_lc__basecohorts",3,"test_negative"
"4","ckim_lc__lccohorts",1,"abdominal_pain"
"5","ckim_lc__lccohorts",2,"allergy"
"6","ckim_lc__lccohorts",3,"altered_smell_taste"
"7","ckim_lc__lccohorts",4,"anxiety"
"8","ckim_lc__lccohorts",5,"blurred_vision"
"9","ckim_lc__lccohorts",6,"chest_pain_angina"
"10","ckim_lc__lccohorts",7,"cognitive_dysfunction_brain_fog"
"11","ckim_lc__lccohorts",8,"cough"
"12","ckim_lc__lccohorts",9,"depression_wo_recurrence"
"13","ckim_lc__lccohorts",10,"dizziness"
"14","ckim_lc__lccohorts",11,"dyspnea"
"15","ckim_lc__lccohorts",12,"fatigue_malaise"
"16","ckim_lc__lccohorts",13,"gastrointestinal_issues"
"17","ckim_lc__lccohorts",14,"headache"
"18","ckim_lc__lccohorts",15,"intermittent_fever"
"19","ckim_lc__lccohorts",16,"joint_pain"
"20","ckim_lc__lccohorts",17,"memory_issues"
"21","ckim_lc__lccohorts",18,"menstrual_problems"
"22","ckim_lc__lccohorts",19,"muscle_spasms_and_pain"
"23","ckim_lc__lccohorts",20,"neuralgia"
"24","ckim_lc__lccohorts",21,"pins_and_needles_sensation"
"25","ckim_lc__lccohorts",22,"postexertional_fatigue"
"26","ckim_lc__lccohorts",23,"sleep_disorder"
"27","ckim_lc__lccohorts",24,"tachycardia"
"28","ckim_lc__lccohorts",25,"tinnitus_hearing_problems"
"29","ckim_lc__lccohorts",26,"any_lc_symptom"
"30","ckim_lc__lccohorts",27,"lc_code"
"31","ckim_lc__pasccohorts",1,"venous_thrombosembolism"
"32","ckim_lc__pasccohorts",2,"deep_vein_thrombosis"
"33","ckim_lc__pasccohorts",3,"pulmonary_embolism"
"34","ckim_lc__pasccohorts",4,"haemorrhagic_stroke"
"35","ckim_lc__pasccohorts",5,"ischemic_stroke"
"36","ckim_lc__pasccohorts",6,"transient_ischemic_attack"
"37","ckim_lc__pasccohorts",7,"myocardial_infarction"
"38","ckim_lc__pasccohorts",8,"myocarditis_pericarditis"
"39","ckim_lc__pasccohorts",9,"ventricular_arrhythmia_cardiac_arrest"
"40","ckim_lc__pasccohorts",10,"heart_failure"
"41","ckim_lc__pasccohorts",11,"any_pasc_event"
"42","ckim_lc__mccohorts",1,"dysautonomia"
"43","ckim_lc__mccohorts",2,"ibd"
"44","ckim_lc__mccohorts",3,"juvenile_arthritis"
"45","ckim_lc__mccohorts",4,"me_cfs"
"46","ckim_lc__mccohorts",5,"me_cfs_symptoms"
"47","ckim_lc__mccohorts",6,"mis"
"48","ckim_lc__mccohorts",7,"pots"
"49","ckim_lc__mccohorts",8,"ra"
"50","ckim_lc__mccohorts",9,"sle"
"51","ckim_lc__mccohorts",10,"t1dm"
"52","ckim_lc__overlapinfcohorts",1,"inf_abdominal_pain"
"53","ckim_lc__overlapinfcohorts",2,"inf_allergy"
"54","ckim_lc__overlapinfcohorts",3,"inf_altered_smell_taste"
"55","ckim_lc__overlapinfcohorts",4,"inf_anxiety"
"56","ckim_lc__overlapinfcohorts",5,"inf_blurred_vision"
"57","ckim_lc__overlapinfcohorts",6,"inf_chest_pain_angina"
"58","ckim_lc__overlapinfcohorts",7,"inf_cognitive_dysfunction_brain_fog"
"59","ckim_lc__overlapinfcohorts",8,"inf_cough"
"60","ckim_lc__overlapinfcohorts",9,"inf_depression_wo_recurrence"
"61","ckim_lc__overlapinfcohorts",10,"inf_dizziness"
"62","ckim_lc__overlapinfcohorts",11,"inf_dyspnea"
"63","ckim_lc__overlapinfcohorts",12,"inf_fatigue_malaise"
"64","ckim_lc__overlapinfcohorts",13,"inf_gastrointestinal_issues"
"65","ckim_lc__overlapinfcohorts",14,"inf_headache"
"66","ckim_lc__overlapinfcohorts",15,"inf_intermittent_fever"
"67","ckim_lc__overlapinfcohorts",16,"inf_joint_pain"
