"","table_name","cohort_definition_id","cohort_name"
"1","studyathon_inc_basecohorts",1,"infection"
"2","studyathon_inc_basecohorts",2,"reinfection"
"3","studyathon_inc_basecohorts",3,"test_negative"
"4","studyathon_inc_lccohorts",1,"abdominal_pain"
"5","studyathon_inc_lccohorts",2,"allergy"
"6","studyathon_inc_lccohorts",3,"altered_smell_taste"
"7","studyathon_inc_lccohorts",4,"anxiety"
"8","studyathon_inc_lccohorts",5,"blurred_vision"
"9","studyathon_inc_lccohorts",6,"chest_pain_angina"
"10","studyathon_inc_lccohorts",7,"cognitive_dysfunction_brain_fog"
"11","studyathon_inc_lccohorts",8,"cough"
"12","studyathon_inc_lccohorts",9,"depression_wo_recurrence"
"13","studyathon_inc_lccohorts",10,"dizziness"
"14","studyathon_inc_lccohorts",11,"dyspnea"
"15","studyathon_inc_lccohorts",12,"fatigue_malaise"
"16","studyathon_inc_lccohorts",13,"gastrointestinal_issues"
"17","studyathon_inc_lccohorts",14,"headache"
"18","studyathon_inc_lccohorts",15,"intermittent_fever"
"19","studyathon_inc_lccohorts",16,"joint_pain"
"20","studyathon_inc_lccohorts",17,"memory_issues"
"21","studyathon_inc_lccohorts",18,"menstrual_problems"
"22","studyathon_inc_lccohorts",19,"muscle_spasms_and_pain"
"23","studyathon_inc_lccohorts",20,"neuralgia"
"24","studyathon_inc_lccohorts",21,"pins_and_needles_sensation"
"25","studyathon_inc_lccohorts",22,"postexertional_fatigue"
"26","studyathon_inc_lccohorts",23,"sleep_disorder"
"27","studyathon_inc_lccohorts",24,"tachycardia"
"28","studyathon_inc_lccohorts",25,"tinnitus_hearing_problems"
"29","studyathon_inc_lccohorts",26,"any_lc_symptom"
"30","studyathon_inc_lccohorts",27,"lc_code"
"31","studyathon_inc_pasccohorts",1,"venous_thrombosembolism"
"32","studyathon_inc_pasccohorts",2,"deep_vein_thrombosis"
"33","studyathon_inc_pasccohorts",3,"pulmonary_embolism"
"34","studyathon_inc_pasccohorts",4,"haemorrhagic_stroke"
"35","studyathon_inc_pasccohorts",5,"ischemic_stroke"
"36","studyathon_inc_pasccohorts",6,"transient_ischemic_attack"
"37","studyathon_inc_pasccohorts",7,"myocardial_infarction"
"38","studyathon_inc_pasccohorts",8,"myocarditis_pericarditis"
"39","studyathon_inc_pasccohorts",9,"ventricular_arrhythmia_cardiac_arrest"
"40","studyathon_inc_pasccohorts",10,"heart_failure"
"41","studyathon_inc_pasccohorts",11,"any_pasc_event"
"42","studyathon_inc_mccohorts",1,"dysautonomia"
"43","studyathon_inc_mccohorts",2,"ibd"
"44","studyathon_inc_mccohorts",3,"juvenile_arthritis"
"45","studyathon_inc_mccohorts",4,"me_cfs"
"46","studyathon_inc_mccohorts",5,"me_cfs_symptoms"
"47","studyathon_inc_mccohorts",6,"mis"
"48","studyathon_inc_mccohorts",7,"pots"
"49","studyathon_inc_mccohorts",8,"ra"
"50","studyathon_inc_mccohorts",9,"sle"
"51","studyathon_inc_mccohorts",10,"t1dm"
"52","studyathon_inc_overlapinfcohorts",1,"inf_abdominal_pain"
"53","studyathon_inc_overlapinfcohorts",2,"inf_allergy"
"54","studyathon_inc_overlapinfcohorts",3,"inf_altered_smell_taste"
"55","studyathon_inc_overlapinfcohorts",4,"inf_anxiety"
"56","studyathon_inc_overlapinfcohorts",5,"inf_blurred_vision"
"57","studyathon_inc_overlapinfcohorts",6,"inf_chest_pain_angina"
"58","studyathon_inc_overlapinfcohorts",7,"inf_cognitive_dysfunction_brain_fog"
"59","studyathon_inc_overlapinfcohorts",8,"inf_cough"
"60","studyathon_inc_overlapinfcohorts",9,"inf_depression_wo_recurrence"
"61","studyathon_inc_overlapinfcohorts",10,"inf_dizziness"
"62","studyathon_inc_overlapinfcohorts",11,"inf_dyspnea"
"63","studyathon_inc_overlapinfcohorts",12,"inf_fatigue_malaise"
"64","studyathon_inc_overlapinfcohorts",13,"inf_gastrointestinal_issues"
"65","studyathon_inc_overlapinfcohorts",14,"inf_headache"
"66","studyathon_inc_overlapinfcohorts",15,"inf_intermittent_fever"
"67","studyathon_inc_overlapinfcohorts",16,"inf_joint_pain"
"68","studyathon_inc_overlapinfcohorts",17,"inf_memory_issues"
"69","studyathon_inc_overlapinfcohorts",18,"inf_menstrual_problems"
"70","studyathon_inc_overlapinfcohorts",19,"inf_muscle_spasms_and_pain"
"71","studyathon_inc_overlapinfcohorts",20,"inf_neuralgia"
"72","studyathon_inc_overlapinfcohorts",21,"inf_pins_and_needles_sensation"
"73","studyathon_inc_overlapinfcohorts",22,"inf_postexertional_fatigue"
"74","studyathon_inc_overlapinfcohorts",23,"inf_sleep_disorder"
"75","studyathon_inc_overlapinfcohorts",24,"inf_tachycardia"
"76","studyathon_inc_overlapinfcohorts",25,"inf_tinnitus_hearing_problems"
"77","studyathon_inc_overlapinfcohorts",26,"inf_lc_code"
"78","studyathon_inc_overlapinfcohorts",27,"inf_any_lc"
"79","studyathon_inc_overlapinfcohorts",28,"inf_venous_thrombosembolism"
"80","studyathon_inc_overlapinfcohorts",29,"inf_deep_vein_thrombosis"
"81","studyathon_inc_overlapinfcohorts",30,"inf_pulmonary_embolism"
"82","studyathon_inc_overlapinfcohorts",31,"inf_haemorrhagic_stroke"
"83","studyathon_inc_overlapinfcohorts",32,"inf_ischemic_stroke"
"84","studyathon_inc_overlapinfcohorts",33,"inf_transient_ischemic_attack"
"85","studyathon_inc_overlapinfcohorts",34,"inf_myocardial_infarction"
"86","studyathon_inc_overlapinfcohorts",35,"inf_myocarditis_pericarditis"
"87","studyathon_inc_overlapinfcohorts",36,"inf_ventricular_arrhythmia_cardiac_arrest"
"88","studyathon_inc_overlapinfcohorts",37,"inf_heart_failure"
"89","studyathon_inc_overlapinfcohorts",38,"inf_any_pasc"
"90","studyathon_inc_overlapinfcohorts",39,"inf_dysautonomia"
"91","studyathon_inc_overlapinfcohorts",40,"inf_ibd"
"92","studyathon_inc_overlapinfcohorts",41,"inf_juvenile_arthritis"
"93","studyathon_inc_overlapinfcohorts",42,"inf_me_cfs"
"94","studyathon_inc_overlapinfcohorts",43,"inf_me_cfs_symptoms"
"95","studyathon_inc_overlapinfcohorts",44,"inf_mis"
"96","studyathon_inc_overlapinfcohorts",45,"inf_pots"
"97","studyathon_inc_overlapinfcohorts",46,"inf_ra"
"98","studyathon_inc_overlapinfcohorts",47,"inf_sle"
"99","studyathon_inc_overlapinfcohorts",48,"inf_t1dm"
"100","studyathon_inc_overlapreinfcohorts",1,"reinf_abdominal_pain"
"101","studyathon_inc_overlapreinfcohorts",2,"reinf_allergy"
"102","studyathon_inc_overlapreinfcohorts",3,"reinf_altered_smell_taste"
"103","studyathon_inc_overlapreinfcohorts",4,"reinf_anxiety"
"104","studyathon_inc_overlapreinfcohorts",5,"reinf_blurred_vision"
"105","studyathon_inc_overlapreinfcohorts",6,"reinf_chest_pain_angina"
"106","studyathon_inc_overlapreinfcohorts",7,"reinf_cognitive_dysfunction_brain_fog"
"107","studyathon_inc_overlapreinfcohorts",8,"reinf_cough"
"108","studyathon_inc_overlapreinfcohorts",9,"reinf_depression_wo_recurrence"
"109","studyathon_inc_overlapreinfcohorts",10,"reinf_dizziness"
"110","studyathon_inc_overlapreinfcohorts",11,"reinf_dyspnea"
"111","studyathon_inc_overlapreinfcohorts",12,"reinf_fatigue_malaise"
"112","studyathon_inc_overlapreinfcohorts",13,"reinf_gastrointestinal_issues"
"113","studyathon_inc_overlapreinfcohorts",14,"reinf_headache"
"114","studyathon_inc_overlapreinfcohorts",15,"reinf_intermittent_fever"
"115","studyathon_inc_overlapreinfcohorts",16,"reinf_joint_pain"
"116","studyathon_inc_overlapreinfcohorts",17,"reinf_memory_issues"
"117","studyathon_inc_overlapreinfcohorts",18,"reinf_menstrual_problems"
"118","studyathon_inc_overlapreinfcohorts",19,"reinf_muscle_spasms_and_pain"
"119","studyathon_inc_overlapreinfcohorts",20,"reinf_neuralgia"
"120","studyathon_inc_overlapreinfcohorts",21,"reinf_pins_and_needles_sensation"
"121","studyathon_inc_overlapreinfcohorts",22,"reinf_postexertional_fatigue"
"122","studyathon_inc_overlapreinfcohorts",23,"reinf_sleep_disorder"
"123","studyathon_inc_overlapreinfcohorts",24,"reinf_tachycardia"
"124","studyathon_inc_overlapreinfcohorts",25,"reinf_tinnitus_hearing_problems"
