"","analysis_id","n_persons","person_days","n_events","incidence_start_date","incidence_end_date","person_years","incidence_100000_pys","incidence_100000_pys_95CI_lower","incidence_100000_pys_95CI_upper","cohort_obscured","result_obscured","outcome_cohort_id","outcome_cohort_name","analysis_repeated_events","analysis_interval","analysis_complete_database_intervals","denominator_cohort_id","analysis_outcome_washout","analysis_min_cell_count","denominator_cohort_name","denominator_age_group","denominator_sex","denominator_days_prior_history","denominator_start_date","denominator_end_date","denominator_strata_cohort_definition_id","denominator_strata_cohort_name","denominator_closed_cohort","cdm_name"
"1","1",24237,2465316,16,2020-09-01,2020-12-31,6749.66735112936,237.048719109437,135.493824775103,384.952268695337,"FALSE","FALSE",1,"dysautonomia",FALSE,"years",FALSE,1,NA,5,"Denominator cohort 1","0 to 6","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"2","1",31281,6445026,56,2021-01-01,2021-12-31,17645.5195071869,317.361016076584,239.731100948323,412.119677054374,"FALSE","FALSE",1,"dysautonomia",FALSE,"years",FALSE,1,NA,5,"Denominator cohort 1","0 to 6","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"3","1",30009,4401525,66,2022-01-01,2022-12-31,12050.7186858316,547.685177296505,423.579676444158,696.789831640752,"FALSE","FALSE",1,"dysautonomia",FALSE,"years",FALSE,1,NA,5,"Denominator cohort 1","0 to 6","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"4","1",8997,239537,7,2023-01-01,2023-02-24,655.816563997262,1067.37163778456,429.13875708873,2199.19351743647,"FALSE","FALSE",1,"dysautonomia",FALSE,"years",FALSE,1,NA,5,"Denominator cohort 1","0 to 6","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"5","10",115618,12582154,265,2020-09-01,2020-12-31,34448.0602327173,769.274084548639,679.433174143922,867.690093623693,"FALSE","FALSE",1,"dysautonomia",FALSE,"years",FALSE,4,NA,5,"Denominator cohort 4","19 to 40","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"6","10",133694,33652956,1001,2021-01-01,2021-12-31,92136.772073922,1086.4283363399,1020.15950048513,1155.87195140438,"FALSE","FALSE",1,"dysautonomia",FALSE,"years",FALSE,4,NA,5,"Denominator cohort 4","19 to 40","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"7","10",114548,21462630,883,2022-01-01,2022-12-31,58761.4784394251,1502.6851322508,1405.19254177083,1605.15908926007,"FALSE","FALSE",1,"dysautonomia",FALSE,"years",FALSE,4,NA,5,"Denominator cohort 4","19 to 40","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"8","10",31316,1201534,133,2023-01-01,2023-02-28,3289.62080766598,4043.0191738228,3385.13546590722,4791.43472894165,"FALSE","FALSE",1,"dysautonomia",FALSE,"years",FALSE,4,NA,5,"Denominator cohort 4","19 to 40","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"9","100",118699,12946650,NA,2020-09-01,2020-12-31,35445.9958932238,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"years",FALSE,4,NA,5,"Denominator cohort 4","19 to 40","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"10","100",136710,34642113,NA,2021-01-01,2021-12-31,94844.9363449692,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"years",FALSE,4,NA,5,"Denominator cohort 4","19 to 40","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"11","100",117047,22192976,NA,2022-01-01,2022-12-31,60761.0568104038,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"years",FALSE,4,NA,5,"Denominator cohort 4","19 to 40","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"12","100",32690,1264026,NA,2023-01-01,2023-02-28,3460.71457905544,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"years",FALSE,4,NA,5,"Denominator cohort 4","19 to 40","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"13","101",111148,3236787,NA,2020-09-01,2020-09-30,8861.83983572895,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,4,NA,5,"Denominator cohort 4","19 to 40","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"14","101",109848,3311928,NA,2020-10-01,2020-10-31,9067.56468172485,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,4,NA,5,"Denominator cohort 4","19 to 40","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"15","101",108854,3165868,NA,2020-11-01,2020-11-30,8667.67419575633,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,4,NA,5,"Denominator cohort 4","19 to 40","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"16","101",107175,3232067,NA,2020-12-01,2020-12-31,8848.91718001369,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,4,NA,5,"Denominator cohort 4","19 to 40","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"17","101",105440,3190322,NA,2021-01-01,2021-01-31,8734.62559890486,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,4,NA,5,"Denominator cohort 4","19 to 40","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"18","101",104098,2848068,NA,2021-02-01,2021-02-28,7797.58521560575,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,4,NA,5,"Denominator cohort 4","19 to 40","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"19","101",103742,3114874,NA,2021-03-01,2021-03-31,8528.06023271732,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,4,NA,5,"Denominator cohort 4","19 to 40","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"20","101",102540,2973366,NA,2021-04-01,2021-04-30,8140.63244353183,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,4,NA,5,"Denominator cohort 4","19 to 40","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"21","101",100883,3027732,NA,2021-05-01,2021-05-31,8289.47843942505,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,4,NA,5,"Denominator cohort 4","19 to 40","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"22","101",100034,2887214,NA,2021-06-01,2021-06-30,7904.76112251882,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,4,NA,5,"Denominator cohort 4","19 to 40","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"23","101",98013,2930557,NA,2021-07-01,2021-07-31,8023.42778918549,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,4,NA,5,"Denominator cohort 4","19 to 40","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"24","101",96232,2877320,NA,2021-08-01,2021-08-31,7877.67282683094,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,4,NA,5,"Denominator cohort 4","19 to 40","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"25","101",94510,2733490,NA,2021-09-01,2021-09-30,7483.88774811773,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,4,NA,5,"Denominator cohort 4","19 to 40","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"26","101",93523,2770559,NA,2021-10-01,2021-10-31,7585.37713894593,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,4,NA,5,"Denominator cohort 4","19 to 40","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"27","101",91842,2630265,NA,2021-11-01,2021-11-30,7201.27310061602,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,4,NA,5,"Denominator cohort 4","19 to 40","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"28","101",89514,2658346,NA,2021-12-01,2021-12-31,7278.15468856947,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,4,NA,5,"Denominator cohort 4","19 to 40","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"29","101",86932,2596170,NA,2022-01-01,2022-01-31,7107.92607802875,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,4,NA,5,"Denominator cohort 4","19 to 40","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"30","101",84866,2291265,NA,2022-02-01,2022-02-28,6273.14168377823,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,4,NA,5,"Denominator cohort 4","19 to 40","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"31","101",83581,2457451,NA,2022-03-01,2022-03-31,6728.13415468857,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,4,NA,5,"Denominator cohort 4","19 to 40","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"32","101",79622,2276481,NA,2022-04-01,2022-04-30,6232.66529774127,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,4,NA,5,"Denominator cohort 4","19 to 40","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"33","101",76725,2206101,NA,2022-05-01,2022-05-31,6039.97535934292,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,4,NA,5,"Denominator cohort 4","19 to 40","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"34","101",70785,1965326,NA,2022-06-01,2022-06-30,5380.76933607118,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,4,NA,5,"Denominator cohort 4","19 to 40","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"35","101",64414,1808345,NA,2022-07-01,2022-07-31,4950.9787816564,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,4,NA,5,"Denominator cohort 4","19 to 40","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"36","101",57119,1642567,NA,2022-08-01,2022-08-31,4497.10335386721,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,4,NA,5,"Denominator cohort 4","19 to 40","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"37","101",53539,1464525,NA,2022-09-01,2022-09-30,4009.65092402464,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,4,NA,5,"Denominator cohort 4","19 to 40","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"38","101",49203,1363024,NA,2022-10-01,2022-10-31,3731.75633127995,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,4,NA,5,"Denominator cohort 4","19 to 40","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"39","101",43354,1131921,NA,2022-11-01,2022-11-30,3099.03080082136,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,4,NA,5,"Denominator cohort 4","19 to 40","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"40","101",37371,989800,NA,2022-12-01,2022-12-31,2709.92470910335,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,4,NA,5,"Denominator cohort 4","19 to 40","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"41","101",31293,809493,NA,2023-01-01,2023-01-31,2216.27104722793,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,4,NA,5,"Denominator cohort 4","19 to 40","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"42","101",24240,454533,NA,2023-02-01,2023-02-28,1244.44353182752,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,4,NA,5,"Denominator cohort 4","19 to 40","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"43","102",188149,71045765,NA,2020-09-01,2023-02-28,194512.703627652,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"overall",FALSE,4,NA,5,"Denominator cohort 4","19 to 40","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"44","103",202122,22969366,NA,2020-09-01,2020-12-31,62886.6967830253,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"years",FALSE,5,NA,5,"Denominator cohort 5","41 to 64","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"45","103",220545,63640442,NA,2021-01-01,2021-12-31,174238.034223135,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"years",FALSE,5,NA,5,"Denominator cohort 5","41 to 64","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"46","103",194681,47493569,NA,2022-01-01,2022-12-31,130030.305270363,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"years",FALSE,5,NA,5,"Denominator cohort 5","41 to 64","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"47","103",88079,3956388,NA,2023-01-01,2023-02-28,10832,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"years",FALSE,5,NA,5,"Denominator cohort 5","41 to 64","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"48","104",193713,5716149,NA,2020-09-01,2020-09-30,15649.9630390144,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,5,NA,5,"Denominator cohort 5","41 to 64","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"49","104",192356,5862765,NA,2020-10-01,2020-10-31,16051.3757700205,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,5,NA,5,"Denominator cohort 5","41 to 64","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"50","104",191065,5627271,NA,2020-11-01,2020-11-30,15406.6283367556,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,5,NA,5,"Denominator cohort 5","41 to 64","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"51","104",189578,5763181,NA,2020-12-01,2020-12-31,15778.7296372348,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,5,NA,5,"Denominator cohort 5","41 to 64","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"52","104",187573,5714319,NA,2021-01-01,2021-01-31,15644.9527720739,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,5,NA,5,"Denominator cohort 5","41 to 64","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"53","104",186150,5132375,NA,2021-02-01,2021-02-28,14051.6769336071,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,5,NA,5,"Denominator cohort 5","41 to 64","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"54","104",186142,5644996,NA,2021-03-01,2021-03-31,15455.1567419576,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,5,NA,5,"Denominator cohort 5","41 to 64","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"55","104",184038,5411896,NA,2021-04-01,2021-04-30,14816.9637234771,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,5,NA,5,"Denominator cohort 5","41 to 64","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"56","104",182114,5535866,NA,2021-05-01,2021-05-31,15156.3750855578,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,5,NA,5,"Denominator cohort 5","41 to 64","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"57","104",180638,5297371,NA,2021-06-01,2021-06-30,14503.4113620808,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,5,NA,5,"Denominator cohort 5","41 to 64","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"58","104",178604,5411909,NA,2021-07-01,2021-07-31,14816.9993155373,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,5,NA,5,"Denominator cohort 5","41 to 64","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"59","104",176410,5339543,NA,2021-08-01,2021-08-31,14618.8720054757,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,5,NA,5,"Denominator cohort 5","41 to 64","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"60","104",173792,5091372,NA,2021-09-01,2021-09-30,13939.4168377823,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,5,NA,5,"Denominator cohort 5","41 to 64","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"61","104",171294,5176223,NA,2021-10-01,2021-10-31,14171.7262149213,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,5,NA,5,"Denominator cohort 5","41 to 64","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"62","104",168228,4907428,NA,2021-11-01,2021-11-30,13435.8056125941,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,5,NA,5,"Denominator cohort 5","41 to 64","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"63","104",165039,4977144,NA,2021-12-01,2021-12-31,13626.6776180698,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,5,NA,5,"Denominator cohort 5","41 to 64","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"64","104",161751,4883417,NA,2022-01-01,2022-01-31,13370.0670773443,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,5,NA,5,"Denominator cohort 5","41 to 64","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"65","104",158998,4346131,NA,2022-02-01,2022-02-28,11899.0581793292,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,5,NA,5,"Denominator cohort 5","41 to 64","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"66","104",156910,4706948,NA,2022-03-01,2022-03-31,12886.9212867899,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,5,NA,5,"Denominator cohort 5","41 to 64","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"67","104",152135,4429116,NA,2022-04-01,2022-04-30,12126.2587268994,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,5,NA,5,"Denominator cohort 5","41 to 64","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"68","104",148647,4433576,NA,2022-05-01,2022-05-31,12138.46954141,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,5,NA,5,"Denominator cohort 5","41 to 64","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"69","104",142770,4121894,NA,2022-06-01,2022-06-30,11285.1307323751,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,5,NA,5,"Denominator cohort 5","41 to 64","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
"70","104",136866,4050238,NA,2022-07-01,2022-07-31,11088.9472963723,NA,NA,NA,"FALSE","TRUE",6,"mis",FALSE,"months",FALSE,5,NA,5,"Denominator cohort 5","41 to 64","Both",0,2020-09-01,2023-02-28,NA,NA,FALSE,"AJOUMC_CDM"
